,Title,Blogger,Post URL,Post,Image num,sticker num,gif num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
60,[의정부] 빈티지 가죽공예 - 수강생모집 / 호호미공방,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222388860470,"<나무랑구름>  빈티지 가죽공예취미반, 입문반, 강사 자격증반 수강생을 모집합니다​​- 화 오후2시 - 월금 오전 10시수업은 1:1 개별 강의로 진행되고 있으니 수업 시간표는 상담 후 결정해주세요다른 수업과 겹치지 않는 경우 시간표 변경 가능합니다​​​​커리큘럼과 수강료는 위 링크를 참고해주세요​​​​​* 빈티지 가죽공예 수강에대한 궁금한점은 톡톡으로 문의주세요 :)전화,문자 O5O7 - 1316 - 2569수업중에는 전화를 받지 못할수 있으니 문자남겨주시면 확인하는대로 연락드립니다~ ​​* 강의는 1:1 개별 집중수업으로 이루어지며 마스크 착용하고 수업합니다수업에 오시거나 상담 오시는 경우에도 꼭 마스크 착용하고 방문해주세요​* 기본 수업은 주1회 2시간이지만 코로나 상황을 반영하여월2회 또는 1회로 일정을 조정, 하루 수업시간을 늘려서 진도 나가는 방식도 적용하고 있습니다수업일정은 미리 충분한 상담 후 조절 가능하니 궁금한 점 있으시면 연락주세요  ​​​​**++ 아래는 최근 수강생 작품들 입니다 ++**​​",21,0,0,109,0,0,321.0,19,,2021. 6. 8. 8:40
61,핸드메이드 서울 가죽공방 가죽학교 가죽학원 가죽공예가,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222427565537,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는 언블런 입니다 ​일본에서 신문배달을 하며학교를 다니고패션 스쿨에서 디자인을 공부우연하게 접한 가죽공예 원데이 클래스가지금의 가죽공방 언블런이 되었습니다​​언블런 가죽공방은잡지나 티비 다양한곳에 나왔습니다그중 몇군대만 소개 해드릴게요 ​​https://youtu.be/HPW2A5cGGhw폭스바겐 × 언블런​첫차가 폭스바겐 이였는데같이 콜라보를 했어요​https://youtu.be/3hy1u4fYYI4그리고 아나운서분들과sbs cnbc유행백서​아나운서분들과 가죽공예!​​펜트하우스 3 로건리 가방장도연님  까지!​​​많은 연예인분들이 언블런 서류가방을!개그맨 김진철 님과!!​멋진 화가김충재님과!​언블런 잠실 가죽공방에서는다양한 콜라보레이션을 하고 있습니다​많은 관심 부탁드립니다​언블런 가죽공방 전문가반 창업반 모집중​01057610907​잠실동 205-22 1층 주차가능​#서울가죽공방#언블런#가죽공방#잠실가죽공방#가죽공예#서류가방​| 객지
바버
",25,0,0,69,2,0,607.6,10,,2021. 7. 11. 13:33
62,북바인딩 노트 만들기 - 가죽공예 DIY키트 / 설명영상 제공,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222404535106,"북바인딩 수제노트 만들기 가죽공예 패키지문화의 집에서 공예수업용으로 필요하시다며 주문 주셨어요~​​​커피향이 가득 느껴지는부드러운 느낌의 컬러들을 골라 작업해보았습니다​​​​​키트 종류는 미리 만들어놓고 판매하는 상품이 아닙니다주문해주시는 단체의 특성이나 계절감 등을 고려해그때그때 어울리는 컬러를 신중히 골라 작업합니다꼭 원하시는 색이 있다면 주문전 상담 연락주세요의견은 최대한 반영해서 작업하고 있답니다​​​​​#학교동아리 #문화강좌 #공예연수 #체험프로그램 #학부모교육 #건강가정지원센터 #보건소힐링교실 #온라인클래스 등 다양하게 적용해 볼 수 있는 #가죽공예키트재료를 주문하셔서 바로 수업에 사용하실 수 있도록 1개분량 개별 포장된 패키지를 판매중입니다​사회적 거리두기가 필요한 시대비대면 수업진행 가능하도록 설명 동영상을 제공해드리고 있습니다​​​​​[말랑쏘잉] 스마트스토어에서 판매중이니 위 링크타고 오셔서 다른 키트도 구경해보세요주문이나 수업관련 문의는 연락주시면 자세히 안내드리니 궁금한점 있으시면전화, 문자 O5O7 - 1316- 2569 로 연락주세요수업중에는 바로 전화를 받기 어려울 수 있으니 메시지 남겨주시면 확인하는대로 연락드립니다 ​​​​​*",4,0,0,109,0,0,321.0,21,text_ad,2021. 6. 25. 8:40
63,카드지갑만들디 스마트키 가죽 케이스 만들기 가죽공예 일일체험,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222399099246,"​안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실과.가로수길에가죽공방을 운영중인 언블런 가죽공방 입니다 ​​​​스마트키가죽케이스 만들기 일일체험​신사동 가로수길에서원데이로 받아 보실수가 있어요​지금 가로수길 매장에서는 20프로 할인된 금액으로 체험이 가능 합니다!​​스마트키는 갖고 오시는게 가장 좋고선물용이라 키를 가져오시기 어려우시면 공방에서 보고 고르실수도 있어요​차종을 꼭 미리 말씀 해주세요!카드지갑만들기는20프로 할인중!!먼저 디자인과 가죽 색상을 골라주셔야 합니다!#신사동가죽공방 #가로수길가죽공방 ​예약은 최소 이틀전에!!​1:1클래스로 진행중입니다그래서 제대로 배워보실수가 있어요!​#가죽공예일일체험문의​010-57610907 ​신사동551-1 지하1층 LPP언블런 신사점주차는 선착순어려울시근처 신구 공영주차장에서 가능 합니다​#카드지갑만들기신사동 데이트 코스로도 강추!#가죽공예일일체험 #가죽공예원데이클래스 6
 
 
 
",14,1,0,69,0,0,607.6,11,,2021. 6. 15. 14:55
64,가죽공예 일일체험 핸드메이드 잠실 가죽공방 스마트키... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222421901041,"​안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는 가죽공방 언블런 입니다 ​핸드메이드!​가죽공예 일일체험으로 직접 만들어 보실수 있는가죽공예 클래스​​최고급 이테리 소가죽으로 직접!​​디스커버리레인지 로버 스마트키 가죽 케이스​주문제작 감사합니다 다양한 차종의 스마트키를 주문제작 받고 있습니다 .가죽공예 일일체험으로도 가능!​신차가 아니여도 예전 기종이여도 OK​벤츠 스마트키 가죽 케이스 ​원하는 색상을 미리 말씀 해주시면 준비 해드립니다 비엠더블유 스마트키 가죽 케이스 ​카드지갑 만들기 가죽공예 일일체험 도 인기​잠실 가죽공방 언블런가죽공예 원데이 클래스 주말에도 영업!!​010-57610907 잠실동 205-22 1층 주차가능 잠실 새내 가죽공방 언블런​#스마트키가죽케이스 #스마트키가죽커버 #잠실가죽공방 #가죽공예일일체험 #가죽공예원데이클래스 #벤츠스마트키#렌드로버스마트키| 객지
바버
번디
 
",21,4,0,81,0,0,607.6,5,,2021. 7. 6. 11:11
65,"교사역량강화 연수 가죽공예 마우스패드 만들기,일로가죽공방",부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222403656269,"일로가죽공방​​안녕하세요 일로가죽공방입니다.부산 영도에 위치한 제일중학교에 선생님들을 위한 가죽공예연수를 다녀왔어요.​제일중학교는 예전에 학생들 수업으로 인연을 맺은 선생님이 다른 선생님을소개시켜주었습니다.​너무 고마운 인연이죠?​​이번에 연락해주신 선생님이 특별히가죽으로 제작하는 마우스패드를 요청해주셨어요.모양도 두가지로 요청해주셨어요.​처음에 마스크 라는 줄 알고네네?? 마스크요?  가죽으로 마스크를요?라고 했다가 선생님과 같이 빵 웃었네요.ㅋㅋㅋㅋㅋㅋㅋㅋ​​영도 제일중학교 자유학년제교사역량강화 연수입니다.담당선생님께서 퇴근시간을 지켜달라는요청을 해주셨어요..ㅋㅋㅋ퇴근이 중요하죠.. 저도 그렇게 생각합니다.​​여기는 도서관​​각 업무팀에 따라 자리를 구분지으셨어요.  ​​​둥근 모양도 있고 각진 형태의 모양도 있어요.색상과 모양을 미리 정해주셔서그에 맞게 준비해서 갔습니다.​들어오시는 선생님마다 ""색상이 너무 이쁘다""라고 좋아해주시네요.​사진으로 보는것과 실제로 보는건 차이가 있죠.원래 처음엔 남의 색상이 더 이뻐보이지만만들고 나면 내가 만든게 제일 이쁘다는거!​아시죠?​우리가 사용하는 가죽에 대한 설명과앞으로 가죽이 어떻게 변해가는지에대한 설명을 드리고 바느질을 시작합니다.​배정된 시간이 1시간 반정도여서바느질을 시작하면서 더 다양한가죽에 대한 설명을 드렸습니다. ​​​가장 어렵게 느낄수도 있고 가장 재밌고 신선한게 느끼실수도 있는바늘에 실꿰기 입니다.​여기저기서  어? 아??? 아~~~이런 소리가 들리네요..ㅋㅋㅋㅋㅋ​선생님들의 얼굴은 소중하니까이쁜 마스크 씌어드렸어요..ㅋㅋ​열심히 집중하시는 선생님들.이날따라 밖에 비도 부슬부슬 내려바느질하기 딱 좋은 시간이었어요.​​​손재주가 너무 좋은 선생님다른 선생님들도 금손선생님이라고 하시더라구요~ 역시나 너무 이쁨!!​보라 가죽색상에 핑크로 바느질을 했습니다.제가 선생님께 "" 꼭 완성하셔야해요~완성작이 너무 기대됩니다!"" 라며압박 아닌 압박을 드렸답니다.. ​너무 친절하셨던 남자 선생님무난한걸 할려고 블랙했는데 실제로 보니색상이 너무 이쁘다고 블랙한걸 약간후회하시는거 같더라구요~​그러나 블랙이 주는 고급진 매력이 있죠!사용하시다보면 분명 블랙매력에 빠지실거에요​​​우리 선생님은 바느질이 주전공이랍니다.다른선생님들이 진짜 금손중에 금손이라고칭찬을 많이 하셨어요~​역시나 정말 잘 하시더라구요~네모 디자인은 키보드코너에 살짝 걸쳐사용하는 디자인이랍니다.​선생님들의 요청으로 제작된 디자인이에요.어쩜 이런 생각을 하셨을까요? 굳굳~​​핑크는 언제나 이쁘죠~핑크로 마우스패드 처음 만들어봐서 기대가 정말 컸습니다.​다른 선생님들도 핑크 이쁘다고너무 좋아하셨어요.역시나 핑크핑크한 선생님이 핑크색을선택~ ♡♡♡♡ 탁월한 선택이에요.​​제일 빨리 완성한 선생님​어쩜 이렇게 잘 만드셨을까요. 너무 기쁜 나머지 가시는 선생님을 붙들고 사진을 찍었습니다.ㅋㅋㅋ​​이번에 사용된 가죽은 푸에블로 가죽으로표면이 매우 거친 느낌이랍니다.이런 거친 면들이 사용자의 손떼가 묻어질이 들면서 색상은 깊어지고재질은 훨씬 부드러워지며 은은한 광택을보여주는 정말 매력적인 가죽이에요.​처음 수업할때 색상이랑 한달, 두달 지난 후의 색상의 차이를 보시면 놀라실거에요~​​​​가죽의 뒷면과 옆면은 토코놀로 자연스럽게 마감을 해주었습니다.​옆면 마감하는 시간에도 여기저기서 들리는 소리~​아~~ 오~~ 와~~이쁘다!!광 올라오는 이 매력에 빠지면헤어나올수 없어요.​​시간이 촉박한 관계로다 못하신 분들은 집에서 하기로 했어요.꼭 완성하시어 예쁘게 사용하세요!​​정말 열심히 하시던 젊은 남자쌤정말 엄청 열심히 바느질 하셨어요.기본적으로 손재주가 좋으시고 이해력이 빠르시더라구요~​베이지색상으로 마우스패드를 만들었는데너무 이쁘죠? 색상이 밝아 때가 많이 탈까 걱정하시는데.. ​이 가죽은 손떼가 탈수록 더 이쁘답니다..걱정 노노노노~​​​​원래 가죽색과 동일하게 실을 준비했는데옆분과 실색을 바꿔서 보라에 핑크로 바느질을 한 선생님의 작품​그래서 너무 완성작이 궁금했답니다.역시나 너무 이쁘게 완성​아 행복해요~​​너무너무 이쁘죠?짧은 시간이었지만 가죽공예를 조금더 쉽고재밌게 느끼는 시간이었었으면 좋겠습니다.​사용하는 순간부터 나와 같이 나이가 들어가는가죽이라는거 잊지마시고 예쁘게질 들여 사용하세요~~​마치고 ""너무 즐거운 시간이었어요~"" 라고 해주셔서 저희도 너무 행복한 시간이었습니다.​​​#가죽공예출강 #일로가죽공방이찌
| 짤
슈가
",22,9,0,372,1,0,412.6,4,,2021. 6. 20. 9:20
66,레더애는 점점 가죽공예 토탈샵으로 변신중♡,레더애 글로리아아틀리에,https://blog.naver.com/clickmihee?Redirect=Log&logNo=222351023039,"부산 사하구 괴정동에서 ​부산 금정구 서동으로 이사와서​정리가 빨리 끝날줄 알았는데 생각보다 장식 정리는 너무 힘들고 ​시간도 정말 많이 걸렸습니다​오시는 고객분들께 ​가죽공예에 대한 모든것을 제공하기 위해​노력했지만 늦어져서 오셔서 원하시는거 다​구매하지 못하신점 너무나 죄송합니다​이제는 어느정도는 가죽공예 토탈샵 ​모습을 갖춰가고 있답니다!!​레더애 입구를 들어오시면​1층엔 프랑스 이태리 등 수입가죽과 ​러닝가죽들 할인 가죽들이 전시되어 있구여2층에 가죽부자재 금속장식 등등이 있답니다 ​가운데 계단을 따라 내려오셔서 오른쪽으로 가시면​계단이 나옵니다​왼쪽은 담주 시공할 포토존이 꾸며질 예정입니다​포토존이 꾸며지면 이벤트도 진행할께요​회전계단 따라 2층으로 올라가시면​화장실이 바로 있으며​짜잔~!! ​정리한다고ㅠ 정말 고생한 금속장식들이​정수기 뒤엔 박주영작가님의 ​붉음을 되살리다 그림도 화사하게♡♡​최고의 도금과 마감의 품질을 자랑하는 영동장식의 장식들이 거의다 있습니다​비니모mbt사 100미터 전 컬러실과​귀터만 실 보강제들소품제작하시는 분을 위한 조각가죽들​레더애 가죽으로 제작한 랍빠끈들​헛 사진을 안찍었는데.. 조각가죽장 앞엔  레더애 diy kit도 있습니다​아직도 토탈샵으로 찾으시는 물품들​다 못채웠지만 점점 더 채워서​오시면 부족함 없이 원스톱으로 ​다 구매하실 수 있도록 노력하겠습니다​​레더애로 놀러오셔요​에그머니나!
]
ㄴ>
",9,3,0,127,11,0,199.8,51,text_ad,2021. 5. 14. 18:59
67,[단체수업] 성일고등학교 :: 가죽공예 원데이 클래스 출강... ,루시디안 가죽공방,https://blog.naver.com/yalbe11?Redirect=Log&logNo=222432717294,"​​단체 수업 이야기 212021.5.312021.6.72021.6.143년전 수업을 처음 시작한 이후 참 많은 기업, 기관, 학교, 학부모님들을 만나뵈었는데요.​단체수업의 경우 시간적인 제약 때문에 대부분의 초반 작업을 미리 진행하여 키트형태로 준비하여 가기때문에1~2시간 안에 모든 작업이 끝나게 되죠. ​​​'가죽공예'라는 것을 정말 살짝 맛만 보여드리는것 같아 아쉬운때도 있었어요. ​특히 학생들의 직업체험수업을 진행할때는 그 아쉬움이 컸었는데,이 분야에 대해 제대로 알려드려야 진로를 정할때에도 제대로 고민할수 있겠다는 생각 때문이었어요. ​​그런데 금번 성일고등학교에서의 수업은, 3회로 나누어 제품을 처음부터 끝까지 완성해보는 수업으로 진행되어그런 아쉬움을 해소할수 있는 좋은 기회였습니다 !​​​학생들이 만들어볼 제품은 장지갑 ~ !먼저 첫날은,직업체험 수업이니만큼 가죽공예에 관한 기본적인 이론 수업도 병행되었습니다.​​​​​가죽의 종류에서부터, 제품디자인 순서 등에 대한 내용으로학생들에게는 다소 생소할 수 있는 부분이었는데우리 학생들 집중력좀 보세요 +_+​​​​​그리고, 준비한 가죽에 패턴을 대고 재단하는 가장 맨 처음의 작업부터 실습이 시작되었습니다. ​​​학생들이 생각보다 너무 집중력있게 잘 따라와주어서 수업은 아주 스무스하게~ 진행되었습니다.​​물론 저희 선생님들도  제대로 알려주려 학생들 한명한명 놓치지않고 꼼꼼하게 봐주었지요 ^^ ​​담당 선생님께서 중간중간 영상도 찍으셨어요~나중에 학교 영상제(?)에 내보내신다고 ^^ 아이들에게 정말 좋은 추억으로 남을것 같습니다! ​​첫주의 수업은 재단과, 가죽 은면 마감처리를 한 후 마무리 되었습니다.​​​​​두번째 수업날​​​첫날 재단작업을 마친 제품들을 공방에 들고와서 각 학생들이 요청한 이니셜 각인을 했습니다.​​각인기는 먼거리 이동하기 불편해서 공방에서 작업을 했지요~~  ​​​​둘째날 수업내용 브리핑 후,조각조각의 가죽들을 합체하는 작업을 시작합니다.​​​​합체 완료 후,목타 작업도 직접  해보는 학생들.​모든 작업이 처음인 학생들이기 때문에혹여 다치지 않을까 주의를 기울여 알려드렸어요.​구멍을 내고, 바느질을 하는 모든 과정마다 많이 신기해했던 아이들.​제가 처음 가죽공예를 접했을때에도 참 신기하고 재미있었던 기억이 새삼스레 떠올랐습니다.​​​제가 고등학교때 이런 수업을 받았다면 어땠을까~?생각하면서요.​​​​우리 친구들에게도 새로운 경험이 즐겁고 긍정적인 경험으로 남기를 ^^  ​​둘째날의 수업은 지갑 안쪽의 카드칸을 완성하며 마무리 되었습니다. ​​​​그리고 마지막세번째 주의 수업!​​​마지막 날에 진행되는 전반적인 제작 순서에 대해 브리핑후,지갑의 전체 결합작업이 시작됩니다.​​​​신중하게 작업중인 학생들.결합후 마지막 합봉작업을 위한 목타가 시작되었구요.​​​​​​마지막 수업이니만큼 바느질을 하며그동안 가죽공예를 체험하며 궁금했던 부분들자유롭게 질문하고, 알려주는 시간을 보냈어요.​​​명품들에대한 질문부터~가죽공예의 활용분야라던지,가죽을 배우려면 어떻게 해야하는지 등 생각보다 구체적인 질문들을 해주었습니다.​​​많은 관심을 보이며 재미있어하는 아이들의 눈을 보고있자니 참 뿌듯하고 행복한 순간이었답니다. ^^​​​​​​마감작업까지 마치고, 완성된 장지갑을 들고 기념사진 한장!​​​모든 작업을 성실히 따라와준 학생들, 그리고 좋은기회 주신 선생님정말 감사합니다! ​​​​기회가 된다면 저희도 더 많은 학생들을 만나가죽공예에  대한 지식을 공유하고 싶네요! 감사합니다.​-: 클래스 및 주문제작 문의 :010-9139-2070카카오톡 lucidian​-​네이버/다음 지도 검색 : '루시디안 가죽공방'카카오 네비 검색 : '루시디안 가죽공방​'​#가죽공예초보 #강서구가죽공방 #발산가죽공방 #워라벨 #취미생활 #고급취미 #프리미엄클래스 #소수정예클래스 #가죽공방 #가죽공예 #마곡가죽공방#새해취미 #가죽가방만들기 #주부취미 #김포가죽공방 #등촌가죽공방 #가양가죽공방 #우장산가죽공방 #가죽가방만들기 #가죽공예취미 #수강생모집 ​​​ 
",34,1,0,361,2,0,66.2,6,text_ad,2021. 7. 15. 17:15
68,[가죽공예 : 가죽공방 담담 수강생 작품] 크로스백 _ 서울 왕십리... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222343183160,​​페링거 슈렁큰으로 만드신 크로스백입니다​​서울 왕십리 가죽공방 담담 일요일 수강생분의 작품입니다​​장식이 전혀 없는 이 가방은 가죽의 매력이 아주 잘 느껴지는 스타일입니다​​예쁜면을 잘 골라 쓰셔서 전체적으로 무늬가 고르고 일정합니다 그래서인지 더 정갈한 느낌이 있네요​​​​​페링거 슈렁큰은 단단하진 않지만 힘이 있는 슈렁큰이라 보강을 많이 하지 않아도 볼륨감이 살아있더라고요​그래서 이 가방은 가벼운데도 무너지지 않는 형태를 잘 유지합니다:)​​​​겉에서만 보면 되게 정적이고 얌전해보이는 컬러인데 열면 이렇게 시원한 블루가 보여서 가방이 좀 더 경쾌해보입니다​​​가방은 딱 아이패드 들어가는 크기입니다 ㅎㅎㅎ아이패드를 넣기 위해 만드신거라 할 수 있죠!​저도 이정도 사이즈필요한데 참고해야겠어요~​​​다시 봐도 깔끔하게 잘 완성해주셨네요수고 많으셨습니다^^​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #손바느질  #가방만들기 #가죽가방 #크로스백 #페링거슈렁큰​,11,0,0,106,0,0,92.6,23,,2021. 5. 9. 8:00
69,"특수반 친구들과 함께하는 가죽공예 메이커체험, 일로가죽공방",부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222384211328,"​​​일로가죽공방​​​안녕하세요 일로가죽공방입니다.부산 대연동에 위치한 구화학교에출강을 다녀왔습니다. 벌써 2년전이네요~ 2년전에 공방에서친구들을 만났는데 이번엔 코로나로 외출이 어려운 친구들을 위해학교에서 진행을 하게 되었습니다~♡​​그 덕에 이렇게 이쁜 학교를 구경하게 되었네요알록달록한 외관이 너무 예쁘네요😊​​부산구화학교는 특수학교입니다.유치부와 초등부 중학부로 이루어져있다네요.교실로 가는 동안 여러 건물을 봤는데시설이 너무 잘되어 있어 놀랬습니다~​슢속의 공원같이 꾸며져있어 아이들이 정말 좋아할거 같아요~​​친구들이 오기 전 미리 세팅하고 준비(*°▽°*)​​친구들이 할 가죽공예품목은바로 이거에요~ 원포켓가죽지갑​간단해보이지만 이 안에 여러과정이 있어요.중고등이상 성인 수업은 주로 퀄리티에중점을 두고 수업을 진행한다면​초등학생이나 특수학교 친구들은재미에 중점을 두고 진행을 하는 편이라비슷한 품목도 과정에 차이를 두고 있어요.​​​​​스냅단추도 직접 달아볼거에요~물론 안전하게 진행합니다.😊아이들이 이런 공구를 사용하는 걸 굉장히 재미있어해요.​​​교실이 너무 예쁘고 커서 좋았어요.사진으로 보는 것보다 훨씬 넓답니다.아이들이 맘껏 뛰어놀수도 있겠더라구요. 저도 막 뛰어다니고 싶었어요~​​그럼 수업하러 고고~​♡ 이건 뭐하는 걸까요? ​가죽의 뒷면 마감하는 중이에요.전체면을 골고루 채워가며 발라주면거칠었던 가죽이 반질반질 해진답니다.​말로 설명하는 것보다 이렇게변해가는 과정을 직접 해보고 느끼면아이들이 훨씬 몰입도 잘하고 이해도빠르더라구요바늘꿰기도 어렵지만 도전해보았어요.한 템포 한템포 맞춰가며 천천히 진행했는데 아이들이 참 좋아하네요.​​​바느질은 앞으로 한번 뒤로 한번 지그재그 방식의 기본적인바느질로 변경해서 진행했어요.​​​처음엔 못해요 선생님~ 하던친구가 한땀 한땀 하면서 자신감을찾아가는 모습이 너무 기특하고 뿌듯했어요.​​처음엔 이해하기 어려워해서제일 걱정했던 친구였는 데 나중엔감을 잡고 제일 빨리 완성을 했어요.오오오~Gooood​오른쪽과 왼쪽 바느질 비교해보시면실력이 늘어난게 보이시죠?그새 실력이 쑥쑥 늘었어요 ㅋㅋㅋ (오른쪽이 먼저 왼쪽이 나중에 한것)​​​잘하고 못하고는 중요하지 않죠.아이들이 수업하는 동안만은 즐거웠음 좋겠어요.♡​​​​​세세한 부분까지 꼼꼼히 마감해주는 이 열정 칭찬해♥♥ ​​​♡우리 친구들 솜씨 구경해볼까요?처음엔 아이들이 잘 따라올까?걱정도 되었긴 했어요. 그러나 정작 수업을 해보니 너무 열심히 하고 잘 따라와줘서 너무 뿌듯했어요.아이들의 순수한 모습에 기분도 좋고하루가 너무 보람되서 정말 행복했습니다​근데 진짜 너무 예쁘죠?열쇠고리가 달려있어 가방에 걸기에도너무 좋은 원포켓카드지갑이에요.​​마지막에 이 지갑가지고 이태리 갈수 있나요?라도 묻는 친구가 어찌나 귀여운지♥♥ ​이태리 가죽이라고 했더니이태리가는 티켓아니냐고? ㅋㅋㅋㅋㅋ 귀여워죽겠어용:)♥​​이렇게 부산구화학교 특수반 친구들의메이커 가죽공예수업을 마쳤습니다.너무 행복한 수업이었어요. 감사합니당:)​#부산가죽공방 #일로가죽공방​​​~
수빈 바파빈한 《
눈바.… +
",14,6,0,259,1,0,412.6,7,,2021. 6. 4. 10:11
70,"평택,가죽공예,가죽노트북가방,한국문화센터",평택한국문화센터,https://blog.naver.com/gjdhrwk?Redirect=Log&logNo=222438723039,"​#평택 #한국문화센터#가죽공예​#노트북가방만들기수강생 수업작품 입니다^^#평택가죽공예​​코로나로 인해 온라인으로 일을 많이 하신다고 본인 노트북 사이즈에 맞춰서 만드신 가방이랍니다.​베지터블 가죽도 2가지로 구매하시고 엄청 꼼꼼하셔서  예상했던 시간보다 조금 더걸렸지만 넘 만족해 하며예쁘게 들고 다니신답니다 ~~~^^​​차근차근 기초부터 시작해 가방까지 ~~~1년넘게 열작업 하고 계신답니다앞으로도화이팅 하세요 ~~~^^​​#평택문화센터#가죽공예수업​매주 월요일​#가죽공예자격증반#가죽꼴라주자격증#취미가죽공예#카빙연구반 등등일대일 개인지도로 진행되며,,,​매주 월,화요일#가죽공예국비훈련저녁7시~10시까지 진행,,,​매주 화, 수요일오후4시~7시까지#가죽국비훈련 수업 진행됩니다.​모든수업은사전예약 해주시고,,,#국비수업 은 #국민내일배움카드 발급후#온라인수강신청 하시면 됩니다.​ 
",2,0,0,56,6,0,200.6,11,,2021. 7. 20. 20:11
71,벨트 만들기 원데이 클래스 가죽공예 일일체험 가로수길 가죽공방,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222391624212,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 ​지금은 잠실에서 가죽공예 교육을 하고 있는 잠실새내 가죽공방 가로수길 가죽공방 언블런 입니다 ​​언블런 가죽공방 에서는 최고급 가죽을 사용합니다핸드메이드로 만드는가죽공예 일일체험 !가죽 벨트 만들기 원데이 클래스로소중한 사람에게 특별한 선물을!!​아버님께 선물 하는 가죽 벨트!!​가로수길 가죽공방에서는 1:1수업으로 진행!​제대로 재미있게망치질도 하고 바느질도 하고!​이니셜 각인도 직접!완성!!!​가죽공예 원데이 클래스로 만드는가죽벨트 만들기!!​뚝딱!!!​최고급 이테리 소가죽으로멋진.가죽 벨트를!!​신사동 가로수길 핸드메이드 가죽공방 ​#가죽벨트만들기 문의​010-57610907 ​신사동 551-1 지하 1층 LPP​신사동 가로수길.매장에서는​20프로 할인 이벤트 진핸중!!!둘이 오면 30프로 할인!!​​#가죽공예 #가죽공방#신사동가죽공방 #가로수길가죽공방 #핸드메이드가죽공방 #수제가죽벨트​| 객지
바버
 
",27,5,0,74,1,0,607.6,12,,2021. 6. 9. 21:32
