,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
97,외[홍대 가죽공방 운조] #수강생작품 #가죽공예배우기,홍대 가죽공방 운조,https://blog.naver.com/wunjo373?Redirect=Log&logNo=222335110346,Leather Craft Studio WUNJO​​​[홍대 가죽공방 운조]​​​원데이클래스 및 정규수업에서의 카드지갑 사진들 찍어둔 것들한꺼번에 올려봅니다.​​원데이클래스 바이폴딩 카드지갑단체수업 카드지갑하리보곰돌이 비즈가 왠지 예뻐보여서 제가 샀어요.가죽줄에 끼워보려구요 ㅋㅋ잠깐 가지고 놀았습니다. 수강생님들 좀 드리고..요렇게 마크라메로 예쁘게 팔찌를 완성하신 수강생님도!! ​가방이 힘겨울땐 소품으로 잠시 쉬어가세요^^​​바이폴딩 카드지갑 패턴은 아래 링크에서 구매 가능합니다^^https://smartstore.naver.com/wunjo/products/4898396958​​===========================Leather Craft Studio WUNJO홍대 가죽공방 운조수강생 상시 모집합니다01020629954KAKAO: talkinghead​​​#가죽공예 #가죽소품 #카드지갑 #만들기 #diy #취미#미니백 #지갑만들기DIY #가방패턴 #가죽공예배우기 #지갑패턴#가죽공예패턴 #패턴인사이트 #patterninsight#홍대가죽공방 #가죽공방 #합정역 #망원동 #연남동 #상수 #마포#홍대 #가죽공방 #운조,12,71,0,0,86.8,9,,2021. 5. 3. 14:47
98,"가죽소품, 중년취미로 집에서 가죽공예 배워요",소원 들어주는 지니ღ'ᴗ'ღ,https://blog.naver.com/wedami12?Redirect=Log&logNo=222432683781,"​다른 물건들은 오래 쓰면낡아서 볼품없어지는데,가죽소품들은 쓰면 쓸수록태닝이 되면서 더 멋드러진 분위기를 내죠^^ 그런 가죽소품의 매력에저는 지갑, 신발, 가방 등실생활에서 안쓰는 아이템이없는 것 같은데요~ 마냥 쉽진 않지만,천천히 배워나가면 직접 가죽소품을만들어다가 사용 할 수 있어서중년취미로 참 좋다더라구요. 가죽공예에 워낙 관심이 깊다보니,한번 배워볼까 싶어도전해보았답니다...      가죽공예는 값비싼 가죽재료들을사용하다보니 귀족공예라고해서수강료도 무지하게 비싸다고하니솔직한 맘으로는 부담스러웠어요.. 그런데 한 온라인 아카데미에서공방에 버금가는 전문 커리큘럼으로집에서도 가죽소품 만드는 법을배울 수 있게 했다더라구요.^^ 첨에는 의심스러웠는데무료 샘플강의 받아 확인해보니까영상 퀄리티도 무지 좋고커리큘럼도 초급-중급-고급반을한번에 수강 할 수 있는올인원 강좌라 괜찮아보였어요...      거기다 주기적으로 수강료를지불해야하는 공방과는 다르게,한번만 강좌에 등록하면평생 수강이 가능한 강좌여서덜 부담스레 배울 수 있다는 점이저의 마음을 움직였답니다.^^ 강좌에 등록하게되면아카데미에서 무료 초도세트로가죽공예 도구를 제공하기 때문에집에서도 걱정없이 배울 수 있어요. 재료와 도구의 이해와 사용법,디자인, 재단, 바느질, 마감, 염색 등전 과정을 체계적으로 배워나가서초심자인 저도 충분히강의를 보고 따라 갈 수 있었구요.     처음부터 전 과정을 하기란사실 쉽지는 않기 때문에반정도는 공정된 재료들로기본적인 과정을 익히면서가죽소품 제작 공정을숙지 할 수 있도록 하더라구요. 티코스터, 팔찌, 필통, 폰케이스,크로스백, 가방 등다양한 가죽소품을 제작하면서자연스레 여러 가지 가죽기법들배워 나갈 수 있었답니다^^ 워낙에 성미가 급해금방 질려하는 저도재미나게 꾸준히 배울 수 있었어요.      처음에는 인강으로 가죽공예를배운다는 것이큰 모험이라고 생각을 했었는데, 직접 수강을 해보니까오히려 인강이라서 더욱 더 빨리 실력을 쌓아 나갈 수 있었던 것 같아요. 가죽공예 특성상,기술을 익히는데에는 꾸준한 연습이 필요하기에몇 번이나 반복수강 할 수 있는인터넷 강의의 시스템이굉장히 도움이 많이 되더라구요. 거기다 기간제한도 없으니여유롭게 연습 할 수 있어서정말 만족스러웠답니다.     생각보다 시간이 꽤 걸릴줄알았는데3개월 정도 수강하니 웬만한 가죽소품들은뚝딱 만들 수 있는 정도로멋진 실력을 가지게 됐어요..^^ 나만의 가죽소품 디자인으로재단부터 차근차근 해나가며한땀 한땀 만들어가는 그 과정이마치 우리네 인생 같아서힐링도 되더라구요~ 이만하면 중년취미로 좋은 것같아주변에도 어찌나 홍보를 했는지...^^ 완성한 가죽소품들은때때로 지인들에게 선물하며성취감도 얻곤했네요.  ​   중년취미로도 참 좋은가죽공예이지만요.. 젊은 분들은 요 재능을 가지고서강사활동이나 공방창.업을 해봐도참 좋을 것 같다는 생각이 들었어요. 여기 아카데미가 강사양성으로특허까지 받은 기관이라굉장히 전문적인 취업지원 시스템이구축되어 있더라구요. 가죽공예 자격증 취득 후에1:1 진로 상담과이력서 첨삭, 면접 노하우그리고 현장실습까지전부 도움을 준다고 해요. 이쯤되면 취업을 위해시작해봐도참 좋을 것 같다는 생각이 듭니다..      중년취미로 가죽공예를 배우기에참 좋은 온라인 강의저는 여기 강력추천드리구요. 더 나아가 전문활동을 목표로도전하실 분들에게도추천하고 싶은 기관이네요. 좀 더 자세한 사항들은..아래 링크 남겨둘테니타고가셔서 꼼꼼히 확인해보세요~ 그럼 오늘도 행복한 하루를보내시기를 바라면서..글 마무리 짓겠습니다.^^  중년취미 추천!가죽공예 강좌 자세히 알아보기>>>​   강좌 수강 후실제 후기를 작성한 뒤 소정의 원고료를 받습니다.  ​",11,375,1,1,1755.0,5,text_ad,2021. 7. 17. 21:50
99,[의정부 가죽공예] 돌돌이 필통 만들기 - 호호미공방,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222404486940,"나무랑구름 빈티지 가죽공예 강사 자격증 과정고급반 수업 돌돌이 필통 만들기 입니다​겉으로 드러나는 바느질이 많은만큼난이도 높은 고급과정 수업다홍색 가죽 위 흰 스티치로 참 깔끔하게 작업 마무리 하셨네요​​​​가지런한 바느질에 더해돌돌이 끈 장식 위에 삼색 스티치도 포인트!! ​​​​옆면은 심플해보이지만 각을 잡아 연결하는 입체 바느질인 만큼초급 중급에서 배운 여러 스킬이 한꺼번에 사용됩니다​​​​안쪽에도 숨겨진 펜슬포켓옆면 각을 예쁘게 잡아주신게 이사진에서 딱 보이네요​​​​바느질 너무 곱게 잘 하셔서가까이서 사진 한번 더 찍어봤어요​​​** 수강생 작품입니다 **​​​☆ 자격명 : 빈티지레더크래프트☆ 자격종류 : 민간자격등록☆ 등록번호 : 2014-1919☆ 주무부처 : 문화체육관광부☆ 발급기관 : 나무랑구름​​​* 빈티지 가죽공예 취미반, 강사 자격증반 수업중수강에대한 궁금한점은 톡톡으로 문의주세요 :)커리큘럼과 수강료는 위 링크 공지글을 참고해주세요!전화,문자 O5O7 - 1316 - 2569수업중에는 전화를 받지 못할수 있으니 문자남겨주시면 확인하는대로 연락드립니다~ ​​☆ 강의는 1:1 개별 집중수업으로 이루어지며 마스크 착용하고 수업합니다수업에 오시거나 상담 오시는 경우에도 꼭 마스크 착용하고 방문해주세요​☆ 기본 수업은 주1회 이지만 코로나 상황을 반영하여월2회 또는 1회로 일정을 조정, 하루 수업시간을 늘려서 진도 나가는 방식도 적용하고 있습니다수업일정은 미리 충분한 상담 후 조절 가능하니 궁금한 점 있으시면 연락주세요 ​​​​",5,156,0,0,306.2,11,,2021. 6. 21. 8:40
100,"부산가죽공예, 다시 찾아준 대학생커플 카드지갑 원데이클래스",부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222329178999,"​​부산가죽공예, 다시 찾은 대학생커플카드지갑 원데이클래스일로가죽공방​​​안녕하세요. 일로가죽공방입니다.1년만에 다시 찾아준 대학생 커플의카드지갑 원데이클래스입니다.​두분이 같이 만드셨는데 여자친구분이지갑을 잃어버리셔서 다시 만들고자 찾아주었습니다~1년만에 다시 보니 참 반갑네요:)♥​​여자친구분이 만들고 남자친구분이옆에서 도와주고 있습니다.두분 참 다정하세요!!  꿀이 뚝뚝뚝🍯🍯​두분 이전에 누나분이랑 인연이 먼저 닿았고 해서누나소식도 듣고 1년새 어땠는지얘기를 나누다보니 꽤 오래 안 인연같은 편안함^^ ​여전히 다정한 모습도 참 보기 좋았어요.ヽ(´▽`)/​이건 남자친구 지갑다시 봐도 바느질을 참 잘했네요. ​다시 찾아주셨을때 이렇게 지갑을 잘 사용하고 계신 모습보면 굉장히 감사하고 새롭고 신기해요​​​​이제 여름도 다가오고 가방이 가벼워지는 시기이다보니 간편한지갑이 좋은거 같아요.​특히 대학생들에게 딱 좋은 사이즈♥​​여자친구가 목타할때 이렇게 잡아주는 남자친구 보며깜짝 놀랬습니다. ​1년전에도 이랬거든요오올~ 변함없는 다정함♡스윽슥~ 스윽슥 잘려나가는 느낌이 진짜 좋답니다.코너를 부드럽게 정리해줍니다.​​짜잔♡♥♡너무너무 잘 만드셨죠? 역시역시역시!!!!!역시 실력이 녹슬지 않았어요​​두분 내년 내후년에도 계속 계속이쁘게 만나시고 다음에도또 다정한 모습으로 방문해주세요:)♡​감사합니다​​오쓰
 
~…\ ㆍ ^
미0600깐
",11,114,1,0,183.2,1,,2021. 4. 30. 20:09
101,치를로 가죽공방 가죽공예 원데이클래스_물성형 명함지갑,치를로 가죽공방,https://blog.naver.com/chirlo?Redirect=Log&logNo=222412029899,"원데이클래스로 진행해보실 수 있는 물성형 명함지갑입니다.가죽을 물에 적셔 일정틀에 굳혀서 제작하는 방식의 디자인입니다.가죽과 실의 색상을 자유롭게 선택 배색 가능합니다.다만 물성형 제작방식의 특성상 미리 예약시 색상을 선택해 주셔야 준비가 가능합니다.​치를로 가죽공방의 원데이클래스는 DIY 제공이 아닌 가죽 선택부터 재단까지 직접 경험해보는 과정으로 진행됩니다.가죽은 공방에 구비된 종류에서 다양하게 선택가능하시며 제공되는 모든 가죽은 이태리 베라펠레 협회 인증의 최상급 가죽으로만 제공됩니다.손바느질에 사용되는 실 또한 명품 브렌든 에르메스에서 사용하는 최고급 린넨사 린카블레로 제공해드립니다.원하는 문구로 이니셜 각인(영문 대문자, 소문자, 숫자) 가능합니다.Type1은 플립커버 타입으로 솔트리지 커버잠금을 사용하는 방식의 디자인입니다.​소요시간 : 약 2시간Type2은 바디와 커버가 일체형의 느낌으로 제작되는 디자인입니다.​소요시간 : 약 2시간일정평일 12:00 ~ 22:00토요일 11:00 ~ 20:00일요일 및 일부 공휴일 휴무* 일정은 예약 현황에 따라 유동적이며 예약제로 운영됩니다.*해당 제품은 주문제작으로도 구입 가능합니다.​​CHIRLO(치를로)​아뜰리에 ""치를로""에서는 브랜드 카피가 아닌 직접 디자인하고 제작하는 방식으로 수업합니다.디자인을 전공하고 수년간 명품브랜드 디자이너로 활동한 경력을 통해자신만의 디자인으로 남들과 차별된 아이템을 만들수 있도록 도와드리겠습니다.​010-2603-4029kakaotalk : chirloinstagram : chirlo_leather서울시 마포구 연남동 487-126 1층​​정기수강 커리큘럼​​#가죽공예 #가죽공방 #일일체험 #가죽체험 #원데이클래스 #홍대가죽공방 #홍대가죽공예 #연남동가죽공방 #연남동가죽공예 ​",18,155,0,0,175.0,5,text_ad,2021. 6. 27. 20:11
102,만들기 가죽공예 원데이 클래스 핸드메이드 신사동 가죽공방... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222361884028,"​안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는 언블런 가죽공방 입니다 ​핸드메이드 ​언블런 가죽공방 에서 수제로 다양한 제품을 만들어볼수가 있는데요​​​​최고급 이테리 소가죽으로 직접 만드는 나만의 가죽 제품​가죽은 100가지가 넘게 준비가 되어 있습니다 ​​카드지갑 가죽공방 가죽공예 일일체험  ​언블런 가죽공방은원하시는 날 시간에 예약이 가능합니다 ​​내피또한 고를수 있습니다 ​레오파드 무늬로포인트​각인도 가능합니다​안쪽에 세기셨어요​고생하셨습니다 ​컵받침대 도 선물로 드립니다​선물로는 가죽 반지갑을 많이 찾으십니다​남자친구나남편또는 아버님께​직접 만드는 가죽공예 원데이 클래스!!잠실가죽공방 신설동 가로수길 가죽공방두군데서 가죽공예 원데이 클래스가 어디에서든 가능!!​가죽공예 일일체험 예약​문의​010-57610907 ​​잠실동205-22 1층 주차가능 ​신사동551-1 지하1층 ​​#잠실가죽공방 #신사동가죽공방 #가로수길가죽공방 #핸드메이드가죽공방 #가죽지갑만들기#남자반지갑주문제작 #가죽공예 #가죽공예일일체험 #가죽공예원데이클래스  
",19,90,0,0,614.2,8,,2021. 5. 22. 22:53
103,[나무랑구름] 빈티지 가죽공예 핸드백 만들기 - 호호미공방,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222421792453,"나무랑구름 빈티지 가죽공예 강사 자격증과정고급반 수업 핸드백 만들기 입니다​코끼리 잠금이 독특해서인기 많은 아이템~​​​​언뜻보면 심플한 디자인이지만곡선 바느질이 많이 들어가기 때문에앞뒤 입체로 연결하는 바느질과앞뒷면 틀어짐 없이 연결하는 방식이 난이도가 높은 작품이지요​​​옆면과 몸판 넛지 잡아서곡선 처리 예쁘게 마무리 하셨어요정말 꼼꼼하게 작업하신 유쌤칭찬 백번 해드립니다~~~​​​​뒷면도 앞면 처럼 이쁘게 완성되었어요바늘땀 예뻐질때마다 저도 감탄하지만점점 늘어나는 실력을 스스로도 보시면서 만족스러워 하셨죠어려운 작품 완성하시느라 수고 많으셨습니다​​*** 수강생 작품입니다 ***​​☆ 자격명 : 빈티지레더크래프트☆ 자격종류 : 민간자격등록☆ 등록번호 : 2014-1919☆ 주무부처 : 문화체육관광부☆ 발급기관 : 나무랑구름​​​* 빈티지 가죽공예 취미반, 강사 자격증반 수업중수강에대한 궁금한점은 톡톡으로 문의주세요 :)커리큘럼과 수강료는 위 링크 공지글을 참고해주세요!전화,문자 O5O7 - 1316 - 2569수업중에는 전화를 받지 못할수 있으니 문자남겨주시면 확인하는대로 연락드립니다~ ​​☆ 강의는 1:1 개별 집중수업으로 이루어지며 마스크 착용하고 수업합니다수업에 오시거나 상담 오시는 경우에도 꼭 마스크 착용하고 방문해주세요​☆ 기본 수업은 주1회 이지만 코로나 상황을 반영하여월2회 또는 1회로 일정을 조정, 하루 수업시간을 늘려서 진도 나가는 방식도 적용하고 있습니다수업일정은 미리 충분한 상담 후 조절 가능하니 궁금한 점 있으시면 연락주세요 ​​​​​",4,150,0,0,306.2,19,,2021. 7. 6. 9:08
104,[가죽공예 : 가죽공방 담담 수강생 작품] 파우치 같은 미니... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222299766822,​크리스페로 만드신 작은 가방입니다 :)​​​가죽공방 담담 일요일 수강생분의 작품입니다​가로가 20cm 정도 밖에 안돼서 꼭 파우치 같아요ㅎㅎ​​​​​​​​​뒤에 d링은 달아뒀지만 아직 스트랩은 완성하지 못하셨어요 이런~​​​​​이 가방의 포인트는 앞장식인데동글 동글 깔끔하게 재단하고 마감돼서 참 예쁩니다 여닫기 수월한 도이치후크랑도 잘 어울리고요​​​​​​​안쪽 가죽 컬러도 참 고와요~​​​(어서 스트랩 해버립시다)​​​​이것 말고도 몇가지 아이템을 동시에 작업하셨는데도이번 가방은 은근 빠르게 완성하셨어요 ​지금 만드시는 가방도 힘내서 작업해보아요:)​수고하셨습니다​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #가방만들기 #미니크로스백 #가죽가방 #미니백,8,76,1,0,86.0,20,,2021. 4. 6. 8:00
105,가죽공예 가죽공방 창업반 핸드메이드 잠실 가죽공방 언블런... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222382597159,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있습니다 ​최고급 소가죽을 사용 하여다양한 제품을 만들고 있습니다!​많은분들이 수업을 오셔서 배우고 계신데요​​그중 창업반은주5일 매일 나와서 수업을 자유롭게 무제한으로 들을수가 있습니다 하루 최대9시간 까지!​가죽공예 하루 세네시간 주 1회 수업으로는제대로 배우기가 턱없이 모자르죠​주 5일 무제한으로 수업을 들을수 있는창업반은3,6,12개월 로 등록이 가능 합니다​창업반 수강생분의 첫 가방​직접 패턴부터 제작해서 만든 가방입니다​검정 가죽에 흰실이 너무 잘어울리네요​가죽은 공방장인 제가 직접 가죽시장을 안내해서가죽을 고르는 법 부터 부자재 장식 등모두 구매하는법을직접 갈켜 드립니다​가죽공방 창업에 앞서​다양한 일본식 가죽공예 기법을제대로 배울수가 있어요​디자인패턴제작미싱도구 연마가죽 카빙 까지 모두!창업반 수강생분들끼리모여 좋은 교류의 자리가 되기도 하고다같이 작업실을 차리거나공방을 차리기도 합니다잠실 가죽공방 에서수업을 듣고만든 제품은신사동 매장에서 판매를 할수 있는 기회도 얻을수 있어요​잠실새내 가죽공방 ​언블런 ​가죽공방 창업반 문의​010-57610907 ​잠실동205-22 1층 주차가능​​#잠실가죽공방 #잠실새내가죽공방 #핸드메이드가죽공방 #일본식가죽공예 #일본가죽공방#언블런#가죽학원 #가죽학교",17,120,3,0,614.2,8,,2021. 6. 3. 12:33
106,인천 가죽공예&가죽 소품 만들기~~,인천 평생교육 문화센터 032-469-6654,https://blog.naver.com/jewelyyoung?Redirect=Log&logNo=222319073370,"인천 남동구 구월동 한국문화센터 남동지부는 #간석동 #만수동 #논현동 #서창동과 인접한 곳에 위치하고 있습니다~평소 가죽공예나 수공예등에 관심있으셨다면 가까운 저희 센터로 문의주세요^^카톡상담 : nabiribbon 수강생분이 만드신 심화 여권케이스 입니다~~같은 수강생분의 심화 마지막 작품 미니반지갑 입니다~처음엔 바느질이 예쁘게 안나와 속상 해 하셨는데, 이렇게 심화 마지막 작품에서는 예쁘게 바느질이 되었네요👍초보자라, 똥손이라 걱정하지 마세요~~  누구나 금손이 되실 수 있습니다^^​일대일 개별수업을 진행하여 쉽고, 재미있는 수업이 되실 겁니다🥰자격증 취득도 가능하니까 많이 도전 해 보세요~~~♡​저희 한국문화센터 인천 남동지부에는 가죽공예 외에도 #리본아트 #선물포장 #냅킨아트 #홈패션 #패션양재 #피오피 #캘리그라피 #마크라메 #비즈공예 #천연비누 #슈가크래프트 #꽃풍선 #앙금플라워 #꽃꽂이 #프리저브드 #다육아트 #민화그리기 #규방공예 등 다양하고 흥미로운 공예들을 만나보실 수 있습니다~~​       * 평생교육 바우첮카드 환영 *인천 이음카드 사용가능 합니다~~♡가죽공예는 바쁘신 직장인을 위해 주말반을 운영하고 있습니다♡​한국문화센터 인천 남동지부032)469-6654(월, 목요일 수업)​오시는 길인천 지하철 2호선 모래내 시장역 3번 출구​​#인천 #남동구 #구월동 #가죽공예 #바우처카드 #한국문화센터 #주말반 #자격증 #소품 
",16,137,0,0,52.2,6,,2021. 4. 22. 13:52
107,마일로브 미니어쳐 크로스백 / 원데이클래스/ 가죽공예배우기,마일로브 가죽공방,https://blog.naver.com/vovaoavov?Redirect=Log&logNo=222307130477,"​​#미니어쳐 #크로스백 은 수업전날까지 패턴만지고, 샘플하느라 너무 지쳤는데... 무사히 #원데이클래스 로 진행되었습니다.😍😅 ​결과물은 참 예쁘네요.👏👏👏 ​사람사이즈로 만들던 것을 그대로 축소시키기가 만만치 않기도 했지만, 무엇보다 바이어스와 파이핑 기법을 원데이수업에서 어떤 방식으로 알려드려야지 수강생이 직접 수행하고 좋은 결과물을 내도록 하는지가 무척 고민되는 수업이었습니다.😅 ​​자꾸 새로운 수업에 대한 니즈를 느끼다보니, 제가 더 도전하야하는 상황이 생기고... 저 스스로도 성장하는 계기가 되는 것 같아 즐겁습니다.😀😀😀 ​발빠른 분들이 적극적으로 미리미리 신청하시고 수업들으셔서 즐겁게 수업 마쳤습니다. 사진에 있는 것들은 다 수업 전 샘플들이고... 실제 수업사진은 또 밀리고 밀려서 내년쯤(?) 올릴 것 같아요...🤦​​​​ #마일로브 #가죽공방 #가죽공예 #작업실 #가죽공예배우기 #가방 #가방만들기 #낙성대가죽공방 #milove #leathercraft #class #bag #miniature #leather #craft ",4,101,0,0,54.4,9,,2021. 4. 12. 12:56
108,남자 반지갑 주문제작 코도반 월렛 말 가죽 지갑 가죽공예... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222309188744,"안녕하세요 일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는 잠실 가죽공방 언블런 입니다​​잠실 가죽공방 언블런 에서는가죽공예 제품을 주문제작도 가능하며 클래스로 직접 만들어 보실수도 있습니다 ​핸드메이드 HANDMADE ​미싱이.아닌최고급 가죽으로 손으로 직접 만듭니다​재료에 거짓말을 하지 않습니다최고급만을 사용 합니다 ​​주문제작으로선물을 하신다는분이 의뢰주신코도반 남성 반지갑 입니다일본산 코도반​cordovan leather 말 엉덩이 가죽으로최고급 가죽입니다​내부는 프랑스산 원피이테리 소가죽 부테로 가죽을 사용​이니셜 각인을 해드리고 키링은 서비스로 같이 보내드렸습니다 ​많은분들이 코도반을 사랑해주고 계십니다​엄청난 광​치밀한 조직이 자랑인 최고급말 엉덩이가죽​코도반저또한 코도반에 푹 빠져있죠​은은한 광​정말 매력적인 색의 광입니다..​미싱이.아닌 손바느질 이라튼튼합니다​다양한 구성의.지갑으로 주문제작을 받고 있습니다 ​원하는 디자인의 사진이나 그림을 주시면 주문제작이 가능합니다 ​100프로 핸드메이드 맞춤 지갑 주문제작​지퍼는 일본산.지퍼만을 사용최상급 ykk'엑셀라가죽공예 일일체험 으로직접 만들어 보실수도 있습니다 잠실샌내데이트 코스로도 강력 추천!!!​가죽공예 일일체험!!​​코도반 반지갑 만들기주문제작문의010-57610907 ​잠실 가죽공방 잠실동205-22 1층 ​신사동 551-1 지하 1층 엘피피 ​에서 직접 보고 구매가 가능하며클래스도 가능 합니다 ​#코도반#코도반가죽#코도반지갑#코도반지갑주문제작#남성반지갑#남자반지갑주문제작#남자지갑주문제작 #수제지갑주문제작​일본식 정통 가죽공예 ​일본에서 배우고온 일본식 정통 가죽공예 기법을 교육 합니다 ​전문가반 창업반 모집중핸드메이드 가죽공방 언블런 ​| 객지
바버
",41,145,2,1,614.2,12,,2021. 4. 14. 1:43
109,가죽공예 일일특강 /수원장안구문화센터... ,북수원 풀잎문화센터,https://blog.naver.com/sopoung0505?Redirect=Log&logNo=222322938532,🍀풀잎문화센터북수원 지부 일일특강🍀 ​            가죽공예  일일특강​  😊 스마트키케이스 & 카드케이스 만들기​    🍁 한땀한땀 정성 으로  사랑담은 가죽소품​   -  월요일 -​  오전10시~오후 9시 ​  😊031-269-5579*사전예약 필수​📌수시접수로  코로나19 방역지침으로      소수 수업으로 진행하므로  사전예약필수 입니다.​항상즐겁게~~~수업해주셔서 즐겁고 감사합니다^^모두 건강잘 지키면서   활기차게~화이팅​천천롯데마트앞 롯데프라자6층 (하나은행)​#북수원풀잎문화센터 #문화센터수업 #수원장안구풀잎 #풀잎문화센터북수원지부 #일일특강 #우린이겨낼수있어요 #경기지역화폐쓸수있어요 #수원페이가맹점 #소독완료 #직장인반 #직장인취미 #천천동가죽공예수업 #자격증반 #가죽공예 #남자크러치만들기 #남편생일선물 #일일특강 #수원장안구가죽공예배우기 #가죽크러치만들기 #수원가죽공예 #통가죽소품 #가죽밸트만들기,3,84,0,0,92.6,4,,2021. 4. 25. 23:51
110,돌돌이필통 만들기 - 가죽공예 diy 키트 / 설명영상 제공,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222359329808,"학부모 문화수업 - 비대면 온라인 클래스에 사용하신다며지난번 노트 패키지와 함께 주문해주신돌돌이필통 만들기 세트 입니다​​​​가죽 컬러들 전부 고급스럽게 딱 예쁘죠~?양면 가죽을 사용하는 돌돌이 필통 키트는 이렇게 반대쪽 까지도 예쁜 색이라재료를 준비해드리는 과정도 즐거워요​​​​이번엔 레터링이 좀더 크고 선명하게 잘 보이는 스탬프로 라벨 작업 해보았습니다런던가는 프리티켓 한장씩 선물~​​​​키트 종류는 미리 만들어놓고 판매하는 상품이 아닙니다주문해주시는 단체의 특성이나 계절감 등을 고려해그때그때 어울리는 컬러를 신중히 골라 작업합니다꼭 원하시는 색이 있다면 주문전 상담 연락주세요의견은 최대한 반영해서 작업하고 있답니다​​​#학교동아리 #문화강좌 #공예연수 #체험프로그램 #학부모교육 #건강가정지원센터 #보건소힐링교실 #온라인클래스 등 다양하게 적용해 볼 수 있는 #가죽공예키트재료를 주문하셔서 바로 수업에 사용하실 수 있도록 1개분량 개별 포장된 패키지를 판매중입니다​사회적 거리두기가 필요한 시대비대면 수업진행 가능하도록 설명 동영상을 제공해드리고 있습니다​​​​​​[말랑쏘잉] 스마트스토어에서 판매중이니 위 링크타고 오셔서 다른 키트도 구경해보세요주문이나 수업관련 문의는 연락주시면 자세히 안내드리니 궁금한점 있으시면전화, 문자 O5O7 - 1316- 2569 로 연락주세요수업중에는 바로 전화를 받기 어려울 수 있으니 메시지 남겨주시면 확인하는대로 연락드립니다 ​ 
",4,138,0,0,306.2,24,text_ad,2021. 5. 21. 8:40
111,[가죽공예 : 가죽공방 담담 수강생 작품] 아이패드가 쏙... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222298650526,"​서울 왕십리 가죽공방 담담 주말 수강생분께서 만드신 숄더백입니다 ​​​​바레니아와 악어가죽의 호사스러운 조합입니다 ㅎㅎ​​​​​​은은한 광택의 바레니아 가죽은 촉감도 참 좋아요~괜히 한 번 쓰다듬고 싶은 비주얼!​​​​가운데 악어가죽으로 포인트를 주셨습니다 ​한~참 전에 구매하신 가죽인데 드디어 자르셨어요살짝 들어간 엠보가 별거 아닌 것 같으면서도 디테일을 살려주네요​​​​​​띠에 끼워 넣는 형태로 사용하기 편하게 만드셨습니다​​​​크기는 아이패드가 쏙 들어가게 하셨어요 사실 아이패드를 위한 가방이라고 할 수 있죠 ㅎㅎㅎ​아이패드 구매하신 후로는 가방의 크기를 정하는 기준이 생겼지 뭐에요^^​어서 본격적으로 악어가죽으로도 만들어주세요! ​​수고하셨습니다​​​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #가방만들기 #아이패드 #숄더백 #바레니아 #악어가죽1”
",6,91,1,0,86.0,22,,2021. 4. 5. 8:00
