,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
109,투명 가죽 가방 만들기,LeedStudio리즈퀼팅스튜디오,https://blog.naver.com/ch-156q?Redirect=Log&logNo=222428740190,"여름과 너무 잘 어울리는 소재를 이용한 가방 만들기 수업입니다투명한 비닐에 시원해 보이는 컬러와 소재의 소가죽을 매칭하였어요메탈릭 한 가죽의 느낌과 투명한 비닐이 만나서더욱 시원해 보이는 것 같아요이 수업을 통해서가죽과 비닐처럼 다루기 힘든 소재를 다뤄보고이때 필요한 노루발과 도구들에 대해서도 알아봅니다그리고 손잡이를 직접 만들어서 달아줄 거예요이번을 계기로 이제 이런 스타일의 손잡이는 직접 만들어서 사용할 수 있게 되겠지요~~내가 원하는 컬러의 손잡이는 내가 만들어서 달아준다~~!!!! 이점이 포인트라면 포인트랍니다~?^^​이런 모양의 손잡이 그동안 많이 구입해서 사용했어요근데 내가 만든 가방과 어울리는 색상의 손잡이가 없었어요그래서 절망했던 적 많으시죠?물론 시중의 판매되는 손잡이만큼의 퀄리티가 안 나오더라도만드는 기본적인 방법을 익히면다른 색상의 다른 길이로 얼마든지 만들 수 있게 된다는 점이 매력인것 같아요가방은 쇼퍼백 스타일이고요크기는 A4 넉넉히 들어가는 가로 38cm x 높이 27 cmx 바닥 14cm입니다손잡이 길이는 개인의 취향껏 만들 수 있습니다샘플은 58cm입니다   입구는 고리로 여미는 스타일입니다입구와 옆면을 가죽으로 바이어스 처리했고요몸체와 같은 가죽으로 바이어스하는 방법을 익힐 수 있습니다그리고 바닥도 가죽을 사용했고요이때 필요한 보강재 사용법을 알려드립니다​♥ 수 강 안 내 ♥​▶ 일       시 ; 7월 20일 (화) 오전 10:30~​▶ 수  강  료 ; 8만 원 (재료비 포함 )​▶ 모집인원 ; 3명 ( 인원 초과 시 다른 요일로 협의 후 결정 가능 )​▶ 패  키  지 ; 투명 비닐 원단, 소가죽, 메탈 고리, 바닥 보강재, 가죽용실, 그 외 부자재                        준비물 없이 빈손으로 오세요~~ 필요한 모든 도구들 사용하실 수 있습니다​▶ 장       소 ; 리즈 스튜디오▶신청방법 ; 해당 계좌에 입금 후 댓글로 신청                      352-1259-7420-33 농협 이은숙​지지난 여름 바닷가다시는 널 볼 순 없을 거라고추억일 뿐이라서랍 속에 꼭 넣어뒀는데....♪♬​가방은 남아서 다시 꺼내어봅니다​흐르는 시간 속에서 기억은 점점희미해져만 가...♬♪​이 상황이 얼른 끝나서 다시 푸른 바다를 보러 가고싶습니다​",13,307,0,0,25.0,8,,2021. 7. 12. 15:30
110,◆ 가죽가방만들기 원단콤비 캘리가방 만들기,가방만들기 가죽공방 까르쉐,https://blog.naver.com/kim7108?Redirect=Log&logNo=222149065895,"​​​​​​수강생분의 원단으로 캘리백 만들어 보기​​​​​​​모양만 비스무리하게 만드셨구요 사이즈나 기타 디테일은 수강생분이 하고 싶은 대로~​겨울이다 보니 원단과 콤비를 많이도전하고 있답니다.이번에는 울원단과 콤비로 하셨네요.미싱이 아니고 손바느질로새들스티치로 완성하셨습니다.​미싱도 재미있고손바느질도 재미있는 가죽공예.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​#가죽가방만들기 #가죽공예 #가죽공방#미싱공방 #가방배우기 #미싱배우기 #상도동가죽공방 #가죽미싱 #미싱전문공방 #가죽미싱 #캘리 #원단콤비 #캘리#핸드메이드 #취미 #신림가죽공방 #여의도가죽공방 #신대방삼거리 #가방패턴 #가방패턴수업 #미싱수업 #졸전 #샘플제작 #주문제작 #에르메스 #leather 
",11,51,0,0,67.2,13,,2020. 11. 19. 22:07
111,끌레망스 볼리드31 [홍대 가죽공방 운조] #가죽공예 #가방만들기,홍대 가죽공방 운조,https://blog.naver.com/wunjo373?Redirect=Log&logNo=222043891867,Leather Craft Studio WUNJO​​​[홍대 가죽공방 운조]​​수강생 작품 슈렁큰 볼리드 32사이즈입니다.파스텔컬러의 아주아주 예쁜 연하늘색인데 사진엔..또르르죽은 색감 살려주는 앱은 없나요 ㅠㅠ 수강생님들 예쁘게 완성하신 가방 사진을 제가 발로찍어서 죄송합니당 ㅠㅠ​탐날만큼 예쁘고 보들보들한 끌레망스 가죽으로전체 손바느질 작업하셨어요.멋진 볼리드 구경해보세요^^​​​볼리드 31 패턴은 아래 링크에서 구매 가능합니다^^https://smartstore.naver.com/wunjo/products/4446364476​​​===========================Leather Craft Studio WUNJO홍대 가죽공방 운조수강생 상시 모집합니다01020629954KAKAO: talkinghead​​​​​​#가죽공예 #가죽가방 #만들기 #diy #취미#볼리드 #핸드백 #가방패턴 #가죽공예배우기#가방만들기 #도안 #패턴인사이트#가방도안 #지퍼카바스 #소켈리 #합정역 #망원동 #연남동 #상수 #마포#홍대 #가죽공방 #운조,9,68,2,0,83.6,8,,2020. 7. 28. 9:57
112,잠실 가죽공방 숄더백 핸드메이드 가방 만들기 수제가방... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222164669176,"안녕하세요​일본에서패션디자인과가죽공예를 공부하고​지금은서울구 신천잠실새내에서가죽공방을 하고있는 언블런 입니다​​의상 디자이너의 꿈을 갖고일본으로 유학​신문 배달을 하며 학교를 다니고일본의 esmod tokyo 에 입학패션 디자인을 공부​그후 사이타마 mai leather craft에서 가죽공예를 공부했습니다​배우는게 좋고​만드는게 좋아 시작한일​​단순 카피는 NO​직접 디자인 하여 만든 지갑이나 가방은​또다른 나를 보여줍니다​본인만의 아이덴 티티를 찾아!​자신만의 철학을 갖고 디자인을 하고패턴을 그리는법을 교육합니다일본에서 배우고온정통 가죽공예를 교육합니다​저도 독학을 1년 넘게 하고 공방을 일본에서 다녔습니다​1년이라는 독학의 시간은 많은걸 연구하고 시도해보는 좋은 시간이였습니다만​1년의 독학은한달의 배움보다 모자랐습니다​가장 좋은곤배우고 복습하고 더 낳은 방법을연구해보는겁니다​독학은좋지 않습니다..짧은시간이라도정석으로 제대로 배우고​나만의 기법을 찾는게 옳습니다​1미리의 공부​0.5미리 이상의 오차는 허용되지 않습니다​패턴을 주로 교육합니다​모든 가방과 지갑을 만드는법을 교육합니다​​첫수업부터​디자인부터 패턴까지 제대로 !!​손바느질​기계 사용법​도구 연마​레더 카빙​가죽공예의전반작인 이해도를 높입니다​열심히 하시는 수강생분들​열중하는 모습이 멋집니다!!​크로스 숄더백​수강생분 작품입니다​이테리 베지터블 가죽을 사용​올 핸드메이드로 제작 되었습니다​장식은 일본산을 사용!!​​직접 디자인하여 패턴을 몇번을 수정하고 만든 가방​단순히 빨리 여러개를 완성하는게 중요한게 아닙니다​하나를 만들더라도가방의 비율을 공부하고디자인을 직접 하는게 중요합니다​​고생 많으셨습니다​언블런 가죽공방에서는수강생분들의 작품 활동을 돕기 위해 정기적으로 스튜디오를 빌려촬영까지 도와드립니다​수강생분들의 창업과브랜드를 위해!!같이 노력하는 언블런 가죽공방이 되겠습니다​​잠실 가죽공방 언블런​창업반 모집​1년 회원권 100만 할인중한달 1명 제한​전문가방 3개월 등록시 10프로 할인​6개월 등록시 20프로 할인잠실동 205-22 1층주차가능​잠실새내역 3'4번 출구 도보5분​핸드메이드 잠실 가죽공방​창업반​공방을 항시 이용 가능​수업을 무제한으로!!​두명이상 등록시 최대 150만 할인!!​​#잠실가죽공방#가방디자인학원#서울가죽공방#가방만들기#핸드백만들기#언블런|]
101 바;
",25,174,4,0,596.0,17,,2020. 12. 6. 16:18
113,가죽가방만들기 집에서 독학 성공한 후기!,소담스러운 취미생활,https://blog.naver.com/bill2711?Redirect=Log&logNo=222140681794,"​​​가죽공예를 떠올려 보면비싼 귀족공예라던가,전문가들만 할 수 있는 어려운 것이라고만문득 생각해왔던 것 같아요.​직접 가죽을 재단 한다거나,어려운 바느질 기술이 필요하니까제가 배우긴 힘들겠다 생각했어요.​그런데 요즘 원데이 클래스도 그렇고가죽가방만들기를 키트로도 팔아서저도 한번 도전해보고 싶더라구요 :)​​​​​​가죽가방만들기는 공방에서만배울 수 있는 줄 알았는데인터넷으로 배우는 분들도 많더라구요?​제가 본 온라인 아카데미는자격증 취득도 가능한 전문 과정이라커리큘럼도 괜찮아 보였어요.​무료 샘플강의 신청해서 확인해보니다양한 각도로 강사님의 시범을아주 가까이서 볼 수 있도록 촬영해놓아서집에서도 충분히 도전해 볼만 한것 같아등록하게 되었답니다 :D​​​​​​초보자들도 어렵지 않게 따라가도록처음에는 반제작 제품으로 쉬운 소품부터 만들어 나가더라구요.​가죽공예 도구의 사용법부터차근히 숙지를 하게 한 다음에 패턴 그리기, 재단, 다양한 바느질 기법, 본딩 등​가죽공예 전과정에 필요한 기법들을다 배울 수 있도록 하니까공방에 가지 않고도 집에서 독학으로가죽가방만들기 딱 좋은 강좌예요!​​​​​​처음에는 저도 좀 걱정스러웠어요정말 가죽공예를 집에서 독학하는게가능한 일인가 싶었거든요.​그런데 요 강좌가 워낙 체계적이고영상에서 강사님 기법을 놓침없이,그리고 반복적으로 볼 수 있다보니까충분히 수월하게 배울 수 있더라구요.​기간제한이 따로 없어서장소와 시간에 보다 자유롭기때문에여유롭게 가죽가방만들기 하는데정말 딱 알맞은 강좌예요.​​​​​​단순히 가죽가방만들기만 하는게 아니라매 강의마다 다양한 소품을 제작하며다양한 기술을 익힌 뒤,​요걸 활용해서 수.입을 낼 수 있도록창업 클래스와 다름 없이공방 운영과 강사활동에 대해서경험을 동반한 정보와 노하우들을공유 받을 수 있었답니다 :D​강사님께서 직접 공방운영을 하시며얻은 노하우들이라 정보의 장이라고 하는 인터넷에서도얻기 힘든 정보들이에요 ~~​​​​​​한 3개월쯤 열심히 수강하다보니가죽공예 자격증도 취득했어요!​여기는 마스터자격증이라고해서자격증을 발급 해줄 수 있는권한이 생기기 때문에이후에 공방 운영이나 강사활동할때도움이 많이 되겠더라구요 ;)​아카데미 자체에서도 수강생들이가죽가방만들기를 배워다수.익까지 낼 수 있도록 다양한 지원혜택을 제공하고 있어서창부.업에 관심있는 분들에게도딱 알맞을 과정이에요 :)​​​​​​안그래도 요즘 주변 직동 사이에서소소하게 수공예로 투잡하는 게유행아닌 유행이기도 했고,​저도 월급만 보고 살기엔좀 빠듯한 감이 있어서요걸 한번 살려보자 싶었어요.​본업에 지장이 없으면서소소하게 가죽가방만들기를 활용해서수.입을 낼 수 있는 방법이 뭘까.. 생각해보니아카데미의 온라인 판매 지원과딱 들어맞더라구요 !​그래서 아카데미의 도움을 받으며도전하게 되었답니다 :)​​​​아카데미가 직접 운영하는 쇼핑몰에입점료와 판매수수료 전혀 없이제가 직접 만든 가죽가방을 등록하면자동으로 지마켓이나 11번가, 네이버쇼핑등다양한 곳에 노출이 되더라구요.​알아서 다양한 곳에 노출되다 보니당연히 주문하시는 분들도벌써 늘고 있고요 :)​자동결제시스템으로 주문을 받아주니저는 그냥 퇴근후나 주말에가중가방만들기 취미 하듯이주문들어온 거 제작하면 그만이에요!​​​​​​온라인 판매는 어떻게 하고,sns홍보는 어떻게 하는지따로 교육을 다 해주니까저는 배운대로 하기만 하면 돼서어렵다고 느낀 부분은 딱히 없었답니다!​취미로 시작한 것이지만,이렇게 수.입을 낼 수 있도록 도와주는데그냥 계속 취미로만 하기엔너무 아깝잖아요 ~~​딱히 손해볼 것도 없다는 생각에도전하게 된 건데이렇게 성공적으로 하게 될줄은사실 상상도 못했어요 ㅋㅋ​​​​​제가 특별히 손재주가 좋다거나한 것도 아닌데 이렇게 순조롭게 진행 가능 했다는 건,누구나 할 수 있다는 거 같아서요~​그래서 가죽공예에  관심있는 분들이라면이왕 시작하는 거 저처럼 다양한지원을 받으면서시작 하셨음 하는 맘에 공유해봐요 :)​아래 샘플강의와 자료 받아 볼 수 있는링크 남겨둘테니, 한번 확인해보세요!​​가죽공예 자격증 과정무료 샘플강의와 자료 받아보기​가죽공예 부업 창업과정을 수강하고 실제 후기 작성 후 소정의 상품권을 받습니다~ .
""세
",10,375,5,1,1457.6,6,text_ad,2020. 11. 10. 17:13
114,가죽공예 가방만들기 | 크로스백 - 수강생작품 / 서울가죽공방... ,:: 가죽공방 UNOS[우노스],https://blog.naver.com/bananamk18?Redirect=Log&logNo=222439545265,"​​​​​​::  가죽공방 UNOS | 가방만들기  ::​​​​​...​​​​​박스카프로 만드신 크로스백 입니다.​깔끔하게 완성하셨습니다.​​​​​...​​​​​​​​​​​크로스백 / 서울가죽공방 / 가죽공예 / 광진구군자역가죽공방 / 중곡동가죽공방 / 가방만들기 / 건대가죽공방 / 우노스가죽공방​​​​​​​​​​​​​​​::  서울 광진구 군자역에 위치한 가죽공방 우노스입니다.​가죽의 재단부터 바느질까지 모두 수작업으로 제작됩니다.​수강 및 주문제작에 관한 문의는 댓글, 쪽지, 메일, 안부게시판 또는 010 3929 0342로 문자주시면 답변드리겠습니다.​​​​​bananamk18@naver.com​​​​​::  서울시 광진구 중곡동 628-9 1층 UNOS  ::​​​​​​",6,61,2,0,32.0,4,,2021. 7. 21. 13:09
115,충주공방 에블린클러치(가죽파... 선물클래스 가방만들기 추천!,스튜디오은은 가죽공방[충주/청주],https://blog.naver.com/thorn43?Redirect=Log&logNo=222407561770,"충주, 청주 가죽공예 원데이클래스, 단체클래스, 정규클래스, 취미클래스, 선물클래스 궁금 할때는?↑네이버 톡톡 ""스튜디오은은"" 로고↑를 클릭해주세요 :)​충주, 청주 스튜디오은은에서는충주, 청주 동일한 클래스를 진행하고 꿀잼 수업을 제공하고 있습니다.가까운 지역으로 예약해주세요♥​대표 문의 : 010-7651-1524 / 청주점 : 010-6333-2707​​​안녕하세요 :D가죽공방 스튜디오은은 충주, 청주점입니당!정말 많은 단체클래스, 원데이클래스로 인하여 행복한 수업과 작업을 매일 하고 있는 스튜디오은은이에요 :)스튜디오은은 충주점, 청주점 업데이트가 늦어지고 있지만,하나, 하나 틈틈히 올려보겠습니다.스튜디오은은 충주점, 청주점에 많은 관심과 사랑에 감사합니다♥​​가죽공예가 어렵다고 생각하시는 분들도손재주가 없다고 생각하시는 분들도모두 재미있고 쉽게 만들수 있으며~짧은 시간안에 만들 수 있는 장점을 가지고 있는 ""에블린클러치""​엄마 선물, 여자친구 선물로 엄청난 사랑을 받고 있습니다.​ <코로나19 안내>가죽공방 스튜디오은은 충주점, 청주점에서는코로나19 확산 방지를 위하여 노력하고 있어요.​스튜디오은은 가죽공방 내부 및 외부수업 각종 공구 및 도구, 테이블, 의자 등1회 사용시 필수로 소독을 진행하고 있습니다. 코로나19 확산 방지를 위해'마스크 착용'은 '필수'이며,'마스크 미 착용시 입장거부' 될 수 있습니다.'​"" 안심하고 찾아주세요 :) ""스튜디오은은 가죽공방 원데이클래스, 단체클래스는가죽공예가 처음이신 분들을 위한 클래스로 반제품 형태로 진행이 되는만큼,100% 예약제로 운영 되고 있습니다.​수업일시, 제품 디자인, 사이즈 변경, 가죽 컬러, 실 컬러, 이니셜 각인모든 수업 관련 내용은 사전 협의 후 진행 되고 있으니, 예약은 필수입니다.​이니셜 각인 무료서비스 꼭 챙기세요 :)대표 충주 : 010-7651-1524청주 : 010-6333-2707카카오톡 : euneunhada인스타 : euneun1524모든 단체클래스와 원데이클래스, 선물클래스, 취미클래스 모두 가죽 반제품으로 수업이 진행 됩니다.가죽 재단과 바느질 구멍, 기초적인 마감까지 마친 반제품으로 수업을 하기에,미리 예약을 해주셔야 원활한 수업 진행이 가능해요♥{가죽재단, 목타(바느질 타공 구멍), 기초마감 = 50% ~ 70% 공정의 반제품}​가죽공방 스튜디오은은 충주, 청주점은하나의 스튜디오은은입니다.가깝고 편한 지역으로 문의주시면 친철히 안내해드리겠습니다 ^_^)ㅡ 스튜디오은은 가죽공방 단체클래스, 원데이클래스, 선물클래스, 취미클래스, 정규클래스 예약 안내 ㅡ​┿ 단체클래스 : 2주 여유를 두고 예약 해주세요. (인원에 따라 최소 7일전)​╉ 원데이클래스, 선물클래스, 취미클래스 : 최소 2일전 예약 해주세요.​╈ 정규클래스 포함 모든 수업은 코로나19 여파로, 안전하게 1:1 수업으로 진행해드립니다.​╊ 외부출강 가능 지역 : 충북 전 지역경기도 일부지역 (안성, 이천, 여주 인근 지역)강원도 일부지역 (원주 인근 지역)경상도 일부지역 (문경 인근 지역)​╊ 학교, 공공기관, 교육청, 기업, 회사, 동아리, 복지관, 시니어, 아동센터, 문화센터, 노인복지관 특강, 청소년 단체 특강 등​╆ 단체클래스 무료 출강 가능스튜디오은은 가죽공방l l보다, 예쁘게보다, 심플하게보다, 즐겁게보다, 사랑스럽게보다, 행복하게보다, 편하게보다, 가깝게​< 스튜디오은은 가죽공방 = 힐링타임 >​코로나19로 인하여~* 평소보다 예민하고 짜증스러운 요즘!모든 걸 내려놓고 집중 할수 있도록 스튜디오은은에서 도와드릴게요 :)​잠시, 나에게 쉬어가는 시간을 주는 건 어떨까요?​​충주 가죽공방 주소 / 청주 가죽공방 주소​충주시 봉방동 134-1번지 1층 / 청주시 서원구 장성동 1-4번지​대표 충주 : 010-7651-1524 / 청주 : 010-6333-2707​카톡 : euneunhada / 인스타 : euneun1524​​​​​#충주가죽공방 #충주가죽공예 #에블린클러치 #가죽파우치 #미니클러치백 #충주원데이클래스 #충주단체클래스 #충주엄마선물-@ㅋ
 
 
 
 
",19,373,8,0,178.4,11,text_ad,2021. 6. 23. 16:37
116,초등만들기세트 가죽가방만들기 재밌는 집콕놀이,꼬맹이's 감성스토리~,https://blog.naver.com/sybj0713?Redirect=Log&logNo=222180688997,"안녕하세요~꿈꾸는꼬맹이맘이예요!​유치원, 학교도 못가고길어진 집콕생활에 지쳤을 아이들을 위해오늘은 창의력 발달과 더불어재밌게 집콕놀이 할 수 있는가죽가방 DIY 만들기세트를 소개해드릴께요~^^유아들의 오감자극뿐만아니라재밌는 집콕놀이하기 좋은 4M 과학완구나만의 가죽가방만들기세트랍니다​빨간색 예쁜 가죽가방만들기다가오는 크리스마스에 여자아이선물로도 강추!!평소 그림 그리기와 만들기 좋아하는 꼬맹인지라이번에 초등만들기세트로 선택해본토이트론 4M 과학완구 가죽가방 디자이너였어요 미리 잘라놓은 인조가죽판과 실, 보석스티커 등이함께 구성되어 있는 DIY 만들기세트랍니다<4M 가죽가방만들기 구성품>​인조가죽판 1세트, 은색실패, 플라스틱바늘 1쌍, 보석스티커 설명서예쁜 빨간색 가죽가방은 인조가죽판과 가죽끈으로 구멍에 함께 엮어서 만들어 가는 방식이구요보석스티커, 은색실패는 가방 정면을 예쁘게 꾸밀때 사용하는 부재료예요​아이들이 직접 만들면서 집에서 하는 놀이 완구인만큼바늘은 안전한 플라스틱으로 되어 있네요^^설명서는 기본적으로는 영어설명서였지만이렇게 한글설명서도 함께 첨부해주어서좀더 편하게 따라서 만들어 볼 수 있답니다그럼 본격적으로 꼬맹이와 함께 재밌게 집콕놀이~ 시작해볼께요^^우선 가죽판을 이어줄 끈의 끝쪽을가위로 사선으로 뽀족하게 잘라줘요~​어린 유아들은 부모님께서 해주는게 좋아요가죽끈이 사선으로 뽀족해야 구멍사이로 잘 들어간답니다​가방 뒷판과 측면을끈으로 함께 돌돌~ 감아주듯이 연결시켜줘요처음엔 꼬맹이도 어려워했지만 방법을 알려주니금새 터득해서 집중하더라구요^^창의력, 집중력을 키워주는 초등만들기세트뒷판, 측면, 앞판까지 같은 방법으로 감아주면서 가죽가방만들기 DIY라서생각보다 어렵지않구요~​만드는 동안 시간도 순삭!!심심해하는 아이들의 집콕놀이로 딱이네요^^완성되면 너무나 예쁠 나만의 하나뿐인 가방을 기대해보며정성껏 만들어보는 꼬맹이랍니다^^ㅎㅎ가방 앞쪽에 끈을 끼워줄 고리도 꽂아주고가방 윗면도 예쁘게 감싸주면서 매듭을 완성!이번에는 양쪽에 가방끈을 달아줄 차례인데요​완성시켜놓은 가방 측면과 끈을 덧댄후꼼꼼히 연결시켜주면 되요어깨에 매는 끈은 짧은 2줄로 구성 되어 있어서서로 중간에 이렇게 연결을 시켜줘야 한답니다​유아부터 초등만들기세트로 추천하는만큼아이들 혼자서도 어렵지 않게 만들어 볼 수 있는어린이만들기 완구지만중간중간 아이들이 헷갈려한다면부모님들이 도와주시면서 함께 즐겨보는것도 좋아요^^​아이들뿐만아니라 어른들도 재밌게 집콕놀이하게 되는 DIY 가죽가방랍니다드디어 마지막단계!! 앞면에 자수놓기!!​4M 과학완구 구성품에서 은색실패와 바늘이 있었죠?​가방 뚜껑부분에는 자수로 꾸밀 수 있게미리 구멍이 뚫려있구요~설명서를 보면서 한땀한땀 예쁘게 바느질하며 자수를 놓아요노란색 플라스틱 바늘에 은색실을 꿰어서지그재그로 자수를 놓고꽃모양으로 자수를 놓으면 된답니다​중간에 태슬로 가방끈도 달아줘요은색실로 한땀한땀 자수를 놓으니훨씬더 반짝반짝 화려해지는 가죽가방이네요^^마지막으로는 보석스티커로 마무리~^^보석스티커를 꾹꾹! 눌러서 붙이기만 해도 블링블링~ 넘 예뻐졌어요^^아이들 스스로 재밌게  만드는 집콕놀이나만의 가죽가방 유아 & 초등만들기세트My Designer Faux Leather Bag​4M 과학완구에는 더 다양한 취미활동, DIY 만들기세트가 있구요인스타그램에는 다양한 이벤트도 진행중이니함께 구경해보세요^^위 포스팅은 업체로부터 제품만을 제공받아 작성된 솔직리뷰입니다니
| 여
",24,286,0,0,582.4,10,text_ad,2020. 12. 21. 14:21
117,[가죽가방 만들기] 미니백 가죽공예 원데이클래스 _ 서울... ,B.cheno Leather,https://blog.naver.com/sy__p?Redirect=Log&logNo=222295524630,"​* 미니백 원데이클래스​비체노 가죽공방에서 직접 내 손으로 만들어볼 수 있는 미니백입니다.​가죽가방 만들기 원데이클래스로 가죽은 모두 ​이태리 베지터블 소가죽​으로 제작됩니다.제작시간은 2-3시간정도 소요되며, 색상은 3가지로 머스타드 / 브라운 / 블랙 중 선택하실 수 있습니다.​이니셜 무료각인 / 잠금장식 모양과 컬러 선택이 가능합니다.​잠금장식은 도이치 후크로 흔치 않은 디자인의 고급장식을 이용하고 있습니다.​초보자도 누구나 완성도있게 만드실 수 있게 진행하고 있습니다.가죽공예를 해보지 않은 초보자분들을 위한 클래스이니 걱정없이 도전해보세요 :)​​​어깨끈은 길이에 맞게 조절할 수 있는 디자인입니다.​크로스백 / 숄더백 모두 다 잘 어울리는 크지않은 사이즈의 가죽가방으로 데일리백으로 사용하기 좋습니다.​가죽가방 원데이클래스에서는 미니백 뒷면에는 원하는 이니셜을 무료로 각인해드리고 있습니다.영문 이름이나 의미있는 날짜/짧은 문구를 각인해 하나뿐인 특별한 가방이 됩니다.​​​비체노 가죽공방의 원데이클래스는 예약제로 진행됩니다.​예약을 원하시면 블로그 내의 예약공지를 확인 후 시간과 제품을 선택해 문의해주세요.​특별한 추억과 함께 사용할수록 애정이 가는 미니백이 되어갈 정성이 담긴 나만의 미니 가죽가방을 만들어보세요!​감사합니다.​-소요시간 : 2-3h​-가죽 : Vegetable tanned leather _ Italy​-예약 방법 : 제품 / 날짜 / 인원 선택 후 문의(제품 및 수강날짜는 블로그의 원데이클래스 예약공지를 확인해주세요. )​Contact us 010.8357.0880 / 카톡 : 비체노 레더​​”ㅜ
 
",13,156,10,0,97.8,7,,2021. 4. 1. 23:14
118,가죽공예 개성있는 나만의 디자인 가죽가방만들기*가죽공예취... ,KoreaCultureCenter 광화문한국문화센터 02)737-0621,https://blog.naver.com/gluck317?Redirect=Log&logNo=222312944302,"​광화문한국문화센터 가죽공예 강좌문의 02-737-0621​​​가죽공예 시간 남자수강생분이 열심히 배우고 계세요~힐링을 위한 취미로 시작하셔서 가죽공예자격증도 따시고가족들 선물로 가방도 만들고 계세요​​​오늘은 부인에게 주신다고도시락가방용 토드백을 만드셨어요​​천연소가죽 도시락 가방이라니너무 럭셔리합니다​​천연소가죽을 재단하여 원하는 색으로 염색하고제작합니다​​뒤주머니를 만들어 사용시 편리하게 만들었고앞면에는 멋진 장식을 만들었어요~​​부인에게 선물할 도시락 가방용 토드백 완성~도시락을 넣기에는 너무 럭셔리하네요~평소 가볍게 외출시 백으로 드시면 좋을 것같네요~부인 분 전생에 나라를 구하신 듯​​​가죽공예는 취미로 내가 원하는 나만의 개성넘치는 가방을 만들어도 좋고가죽공예자격증을 취득하시면가죽공예공방창업 이나가죽공예 문화센터 기관 학교 기업강의 등다양한 활동을 하실 수도 있어요​남녀노소 누구나 배울 수 있으니개인지도 수시등록 받는 광화문한국문화센터에서가죽공예배우기 시작해보세요~​​광화문한국문화센터 가죽공예 강좌는오전 10시~오후9시 사이 개인지도로 수업합니다02-737-0621​www.yeshanc.com​https://m.blog.naver.com/gluck317​https://m.cafe.naver.com/ha1416​http://m.blog.daum.net/hagizagih​https://m.cafe.daum.net/agizagih7​https://www.instagram.com/gluck317​https://www.youtube.com/channel/UCqmU9OxUBsJxeMNBDi8cR4Q​광화문한국문화센터 위치한글회관 306호 
6
6
6
",14,90,0,0,327.0,6,,2021. 4. 17. 7:11
119,[가죽가방만들기] 써클백 by 꼰노이,꼰노이,https://blog.naver.com/beneplacito?Redirect=Log&logNo=222078540971,"세 번의 샘플을 만든 결과가죽가방만들기 수업에서 만들게될써클백이 완성되었어요.이미 앞에서 두 번의 작업이 있었기때문에시간이 많이 지체된 관계로써클백 퀼팅은 일자로만 했어요.​실제 가죽가방만들기 수업에서는앞에 올렸던 다이아몬드무늬로 할건데요,V자 모양이 좋으면V자로 가죽가방을 만들 수도 있구요,이 써클백처럼일자로 하고 싶으면 일자로 할 수도 있어요.​가죽가방만들기 수업신청 하실 때퀼팅은 취향에 따라서변경 가능하니 미리 알려주심취향 100% 존중 해 드립니다.저는 앞에서 이미 올백의 서클백을 만들어서이번 가방은 테두리에 회색으로포인트를 줘 봤어요.가죽가방샘플로 완성된 가방들은실제로 제가 사용하고 있거든요.(사용하면서 불편한 점을 수정해야해서요.)그런데 똑같은 디자인의 가방은별로 갖고 싶지 않아서살짝 변형을 했어요.가죽가방만들기 수업용으로 포기한 왼쪽 써클백과수업용인 오른쪽 써클백인데요,디자인을 살짝 바꾼상태라서달라보이는거 같기도 하고...비슷해 보이는것 같기도하고...정확한 차이점은수업용 가방이 완성된 후에다시 비교를 해봐야 알겠네요.하루에 밀린 착샷을 찍었더니앞에 올린 가방들이랑다 같은 옷이네요. 그런데 딱 이 네이비 원피스가가방을 돋보이게 해 줘서어쩔수가 없었어요.​흰가방 하면 많이들여름에 들거라도 하는데요,겨울에 짙은색 코트에 매치하면진짜로 예뻐요.그래서 저는 겨울에 짙은 코트랑매치해서 코디할 생각이에요.​​ 

그래~이거지!!
 

그래~이거지!!
 

그래~이거지!!
",8,124,2,0,82.2,6,,2020. 9. 2. 20:38
